Beadpack,,Sandstone,,Limestone,
X,Y,X,Y,X,Y
2.557646338,-1.034019158,-6.398150136,-2.015113806,-2.924846839,0.097805631
2.617378892,-0.940935214,-6.461100883,-2.610714882,-2.359196603,0.410682023
2.663056728,-0.903701636,-7.153559106,-2.301002323,-2.185150376,0.871763023
2.736844001,-0.879765764,-7.720115833,-2.380415799,-1.663011696,1.810392201
2.715761923,-0.962211544,-7.793558372,-2.777483184,-1.945836814,1.662187594
2.771980797,-0.986147415,-7.804050163,-3.246022697,-1.271407686,1.629253237
2.807117594,-1.07923136,-7.562738964,-3.333377522,-1.075605681,1.876260915
2.786035516,-1.124443561,-7.090608358,-3.420732346,-1.206140351,2.304407558
2.771980797,-1.209548882,-6.429625509,-2.920427442,-0.684001671,1.892728094
2.606837853,-1.28933512,-5.548315045,-1.713342594,-0.248886104,1.925662451
2.473318026,-1.299973285,-5.380446385,-1.919817634,0.229741019,1.513982987
2.417099151,-1.398376312,-5.023725482,-1.697459898,-0.966826789,1.431647094
2.557646338,-1.451567138,-5.212577725,-1.101858822,-1.162628794,0.476550738
2.64197465,-1.488800716,-4.488644128,-1.76099068,-1.663011696,-0.017464619
2.596296814,-1.526034294,-4.520119502,-1.085976127,-1.184384573,-0.149202048
2.441694909,-1.571246495,-4.971266526,-0.712732785,-3.686299081,-1.137232761
2.406558112,-1.523374752,-4.436185172,-0.625377961,-3.708054859,-1.219568654
2.258983567,-1.494119798,-4.152906808,-1.141565561,-3.708054859,-1.38424044
2.315202441,-1.387738147,-3.701759785,-1.395688686,-4.186681983,-1.252503011
2.392503394,-1.302632827,-3.701759785,-1.101858822,-4.121414648,-0.972560976
2.346825558,-1.273377873,-3.680776202,-0.887442435,-4.143170426,-0.396209726
2.490886424,-1.249442001,-4.142415017,-0.950973216,-5.143936229,-1.845321439
2.515482182,-1.14306035,-3.985038148,-0.553905832,-5.448517126,-1.927657332
2.455749628,-1.097848149,-3.943070983,-0.140955752,-5.753098023,-1.845321439
2.550618979,-1.071252736,-4.614545623,-0.164779795,-0.292397661,-0.215070762
2.63494729,-1.148379433,-3.019793353,-1.403630034,-0.031328321,0.064871274
2.930096382,-1.137741268,-2.684056033,-1.125682865,0.382031468,0.163674345
2.968746858,-1.108486314,-2.274876175,-0.990679954,0.599589251,0.328346131
3.007397334,-1.065933653,-1.98110602,-0.808028958,0.599589251,0.591820988
3.074157248,-1.065933653,-1.634876908,-0.569788527,0.425543024,0.90469738
3.05307517,-1.140400809,-1.236188841,-0.307724054,0.099206349,1.316376844
2.972260538,-1.177634387,-0.858484356,-0.061542275,-0.161862991,1.579851701
2.993342616,-1.270718331,-0.365370167,0.224346241,-0.509955444,1.36577838
2.958205819,-1.3717809,-0.082091804,0.60553093,-0.879803676,1.184639416
2.926582702,-1.483481633,0.11725223,1.002598315,-1.249651908,1.102303523
2.909014304,-1.51805567,0.169711186,1.518785914,-1.401942356,1.168172237
2.750898719,-1.600501449,0.11725223,1.757026345,-1.684767474,1.01996763
2.631433611,-1.651032733,-0.092583595,1.931735994,-1.750034809,0.740025595
2.504941143,-1.621777779,-0.47028808,1.97938408,-1.967592593,0.196608702
2.43115387,-1.584544202,-0.984385851,1.947618689,-2.098127263,-0.11626769
2.360880277,-1.60316099,-1.246680632,1.915853298,-1.619500139,-0.478545619
2.385476034,-1.480822092,-1.56143437,1.844381169,-1.336675021,-0.610283047
2.490886424,-1.478162551,-1.89717169,1.606140739,-1.053849903,-0.396209726
2.694679845,-1.547310624,-2.086023932,1.248780093,-0.684001671,-0.264472298
2.901986945,-1.281356497,-2.40077767,0.978774272,-0.488199666,-0.11626769
2.599810494,-1.209548882,-2.610613495,0.637296321,-0.270641882,0.048404095
2.54007794,-1.446248055,-2.935859023,0.39905589,0.033939014,0.295411774
2.74387136,-1.363802276,-3.093235892,0.200522198,0.229741019,0.558886631
2.701707204,-1.201570258,-3.198153805,-0.28390001,-0.009572542,0.624755345
2.43115387,-1.313270992,-3.198153805,-0.49037505,-0.314153439,0.394214845
2.800090234,-1.432950349,-3.15618664,-0.847735696,-0.640490114,0.229543059
2.821172312,-1.217527506,-3.009301562,-0.887442435,-0.966826789,0.196608702
2.378448675,-1.470183927,-2.694547825,-0.895383782,-1.053849903,0.295411774
2.476831706,-1.611139614,-2.547662747,-0.847735696,-0.836292119,0.410682023
2.831713351,-1.278696955,-2.264384383,-0.736556829,-0.618734336,0.542419452
2.84928175,-1.222846589,-2.096515723,-0.585671223,-0.335909217,0.707091238
2.873877507,-1.129762644,-1.855204525,-0.418902921,-0.227130326,0.855295845
2.856309109,-1.031359617,-1.603401535,-0.156838448,-0.509955444,0.90469738
2.789549195,-0.99678558,-1.467008249,-0.053600928,-0.771024784,0.838828666
2.708734563,-1.010083287,-1.152254511,0.065519288,-1.075605681,0.690624059
2.694679845,-1.055295488,-1.005369434,0.144932765,-1.380186578,0.838828666
2.757926079,-1.076571819,-0.816517191,0.256111632,-1.445453913,0.608288166
2.673597767,-1.14306035,-0.669632114,0.351407804,-1.314919243,0.262477416
2.589269455,-1.254761084,-0.501763454,0.494352063,-1.423698134,0.081338452
2.624406251,-1.347845028,-0.417829124,0.613472278,-1.445453913,-0.132734869
2.610351533,-1.395716771,-0.281435837,0.843771361,-1.793546366,-0.165669226
2.550618979,-1.379759524,-0.21848509,1.010539662,-2.511487051,0.031936917
2.53305058,-1.363802276,-0.166026134,1.161425268,-2.533242829,0.78942713
2.649002009,-1.401035854,-0.113567177,1.383783003,-1.902325258,1.201106594
2.63846097,-1.480822092,-0.092583595,1.471137828,-2.054615706,1.415179916
2.53656426,-1.494119798,-0.092583595,1.693495563,-2.250417711,1.777457844
2.529536901,-1.539332,-0.166026134,1.788791735,-2.098127263,1.892728094
2.554132658,-1.640394568,-0.281435837,1.796733083,-1.641255918,2.040932701
2.487372745,-1.565927413,-0.449304497,1.812615778,-0.792780563,2.123268594
2.462776987,-1.448907597,-0.648648531,1.788791735,-0.161862991,2.222071665
2.452235948,-1.377099982,-0.8060254,1.749084997,-0.183618769,2.386743451
2.490886424,-1.318590074,-0.931926895,1.709378259,-0.422932331,2.732554201
2.726302962,-1.483481633,-1.204713467,1.637906129,-0.923315233,2.633751129
2.817658633,-1.424971725,-1.39356571,1.590258043,-0.553467001,2.353809094
2.901986945,-1.294654203,-1.592909743,1.46319648,-0.357664996,2.172670129
2.912527984,-1.148379433,-1.6453687,1.415548394,-0.509955444,2.534948058
2.877391187,-1.028700076,-1.89717169,1.248780093,-0.901559454,2.271473201
2.719275602,-1.044657323,-2.023073185,0.970832924,-1.227896129,2.485546522
2.582242095,-1.188272552,-2.23290901,0.748475189,-1.771790588,2.370276272
2.504941143,-1.214867965,-2.390285878,0.454645324,-1.967592593,2.106801415
2.392503394,-1.353164111,-2.516187373,0.279935675,-2.446219716,1.925662451
2.571701056,-1.467524386,-2.631597077,-0.053600928,-0.292397661,1.415179916
2.701707204,-1.315930533,-2.631597077,-0.156838448,-0.814536341,1.497515808
2.937123741,-1.065933653,-2.306351548,-0.204486534,-3.294695071,-0.709086119
2.866850148,-1.321249616,-2.096515723,-0.172721143,-3.403473963,-0.527947154
2.771980797,-1.486141174,-1.802745568,0.065519288,-3.577520189,-0.23153794
2.684138806,-1.539332,-1.603401535,0.200522198,-3.664543303,-0.000997441
2.627919931,-1.661670898,-1.204713467,0.430821281,-3.708054859,-0.429144083
2.708734563,-1.619118238,-0.879467939,0.629354973,-2.968358396,-1.071364047
2.754412399,-1.510077046,-0.774550026,0.732592493,-5.317982456,-2.108796296
2.782521836,-1.310611451,-0.617173157,0.867595404,-1.423698134,1.415179916
2.824685992,-1.151038974,-0.501763454,1.026422358,-1.314919243,2.139735772
2.852795429,-1.05795503,-0.459796289,1.177307964,0.273252576,1.234040952
2.817658633,-1.063274112,-0.407337332,1.296428179,0.295008354,0.937631737
2.627919931,-1.334547322,-0.375861959,1.471137828,-2.141638819,0.262477416
2.620892572,-1.438269432,-0.459796289,1.582316696,-2.511487051,0.130739988
2.736844001,-1.680287687,-0.596189575,1.550551305,-0.009572542,0.987033273
2.63846097,-1.302632827,-0.847992565,1.526727262,-2.424463938,1.13523788
2.63846097,-1.217527506,-0.931926895,1.502903219,-1.532477026,2.139735772
2.715761923,-1.052635947,-1.110287346,1.423489742,-0.596978558,1.678654773
2.578728416,-1.478162551,-1.372582127,1.296428179,0.099206349,1.71158913
2.557646338,-1.600501449,-1.446024666,1.248780093,0.077450571,1.975063987
2.550618979,-1.244122919,-1.529958996,1.161425268,-0.727513228,2.699619843
2.550618979,-1.111145855,-1.666352282,0.978774272,-0.771024784,2.897225986
2.54007794,-1.087209984,-1.760778403,0.788181927,-3.164160401,-1.071364047
2.445208589,-1.366461817,-1.834220942,0.645237669,-1.641255918,0.311878952
2.388989714,-1.573906036,-1.907663481,0.375231847,-1.663011696,0.460083559
2.353852917,-1.398376312,-2.002089602,0.176698155,-3.207671958,0.229543059
2.374934995,-1.241463377,-2.117499306,0.414938586,-0.901559454,0.987033273
2.497913784,-1.087209984,-1.571926161,0.430821281,0.164473684,0.822361488
2.821172312,-0.980828333,-1.362090336,0.256111632,0.403787246,0.591820988
2.898473265,-0.99678558,-1.487991831,0.653179016,0.207985241,0.213075881
2.923069023,-1.169655763,-1.173238094,0.653179016,-0.575222779,0.097805631
2.814144953,-1.339866404,-0.97389406,0.772299232,-0.814536341,-0.066866155
2.684138806,-1.470183927,-0.753566444,1.002598315,-1.053849903,-0.165669226
2.606837853,-1.576565578,-0.596189575,1.240838745,-1.401942356,-0.330341012
2.462776987,-1.584544202,-0.617173157,1.391724351,-3.098893066,-0.083333333
2.392503394,-1.528693835,-0.868976147,1.296428179,-3.512252854,0.295411774
2.280065645,-1.568586954,-1.015861225,1.050246401,-3.338206628,0.575353809
2.280065645,-1.608480073,-1.110287346,0.835830013,-2.750800613,0.493017916
2.346825558,-1.637735027,-1.372582127,0.835830013,-2.380952381,0.690624059
2.490886424,-1.669649522,-1.320123171,1.010539662,-2.293929268,0.90469738
2.582242095,-1.66433044,-1.162746302,1.232897397,-2.598510164,1.036434809
2.459263307,-1.653692275,-3.397497838,-0.156838448,-2.554998608,1.431647094
2.424126511,-1.672309063,-3.470940377,0.184639503,-2.206906154,1.530450166
2.448722268,-1.677628146,-3.313563508,0.351407804,-2.533242829,1.728056308
2.357366597,-1.523374752,-3.481432168,-0.482433703,-2.859579504,1.810392201
2.367907636,-1.424971725,-3.544382916,-0.673026047,-2.250417711,2.123268594
2.445208589,-1.3717809,-3.680776202,-0.236251924,-1.706523253,2.320874737
2.694679845,-1.45688622,-3.701759785,-0.553905832,-1.467209691,2.502013701
2.617378892,-1.544651082,-3.974546357,0.240228937,-0.749269006,2.567882415
2.701707204,-1.448907597,-4.058480687,0.542000149,-0.749269006,2.419677808
2.670084087,-1.369121358,-0.858484356,-0.49037505,-0.422932331,2.403210629
2.561160018,-1.233484754,-0.659140322,-0.204486534,-0.248886104,2.633751129
2.543591619,-1.270718331,-0.187009716,-0.013894189,-0.140107212,2.485546522
2.64197465,-1.403695395,0.0333179,0.224346241,0.033939014,2.106801415
2.775494477,-1.382419065,0.148727604,0.629354973,0.251496798,1.82685938
2.828199672,-1.41433356,0.411022385,0.645237669,0.382031468,1.579851701
2.852795429,-1.355823652,0.432005968,0.907302142,-0.053084099,1.876260915
2.807117594,-1.190932093,0.411022385,1.177307964,-0.357664996,1.678654773
2.722789282,-1.174974846,-0.55422241,2.209683163,-0.553467001,1.991531165
2.708734563,-1.313270992,-1.026353016,2.297037987,-0.879803676,1.82685938
2.645488329,-1.331887781,-1.278156006,2.18585912,-0.966826789,1.695121951
2.631433611,-1.257420625,-1.760778403,2.074680252,-1.336675021,1.958596808
2.708734563,-1.217527506,-2.086023932,1.685554216,-1.554232804,1.612786058
2.789549195,-1.097848149,-2.14897468,2.130269686,-1.641255918,-0.302895714
2.937123741,-1.095188607,-2.663072451,1.868205212,-2.348318713,-0.261727768
2.750898719,-1.504757963,-1.267664215,2.757636153,-2.312059083,0.026447857
2.708734563,-1.464864844,-0.816517191,2.797342891,-2.638395758,0.273455535
2.775494477,-1.307951909,-1.099795555,3.099114104,-1.967592593,0.987033273
2.814144953,-1.063274112,-0.480779871,3.122938147,-2.040111854,0.740025595
2.782521836,-1.007423745,-0.103075386,2.924404454,-0.535337186,1.13798241
2.652515689,-0.914339801,-2.90438365,-1.141565561,-0.897933491,-0.687129881
2.508454823,-1.073912277,-2.830941111,-1.332157905,-0.154611065,-0.385231607
2.367907636,-1.26805879,-2.600121703,-1.276568471,0.099206349,-0.206837173
2.399530753,-1.416993101,-2.31684334,-1.578339683,0.334893948,-0.069610685
2.74738504,-1.284016038,-2.264384383,-1.411571382,-0.100221619,-0.138223929
2.729816641,-1.12178402,-2.138482888,1.074070444,0.751879699,0.204842291
2.624406251,-1.406354936,-2.663072451,1.232897397,0.78813933,0.465572619
2.522509541,-1.539332,-2.935859023,1.455255133,0.78813933,0.643967053
2.480345385,-1.409014478,-3.103727683,1.35995896,0.715620069,0.849806785
2.585755775,-1.318590074,-3.082744101,1.050246401,0.643100808,0.987033273
2.757926079,-1.198910717,-3.502415751,1.058187748,0.516192101,1.083091815
2.796576555,-1.103167231,-3.544382916,0.534058801,0.47993247,1.275208898
2.824685992,-1.068593195,-3.628317246,-0.04565958,0.407413209,1.37126744
2.814144953,-1.387738147,-4.07946427,-0.037718232,0.534321916,1.741778957
2.670084087,-1.475503009,-4.110939643,-0.688908742,-1.804424255,1.48104863
2.779008156,-1.464864844,-0.952910477,-0.704791438,-1.604996287,1.330099493
2.944151101,-1.252101543,-0.249960464,-0.35537214,-1.586866472,1.165427708
2.975774218,-1.087209984,0.243153725,-0.133014404,-0.771024784,0.589076458
2.972260538,-0.986147415,0.53692388,0.121108721,-1.242399981,0.547908511
2.873877507,-1.002104663,0.725776123,0.57376554,-1.351178873,0.424404672
2.771980797,-1.201570258,0.421514176,1.550551305,-2.946602618,-0.23428247
2.677111446,-1.310611451,0.505448506,1.947618689,-3.09164114,-0.357786309
2.599810494,-1.438269432,0.085776856,2.678222676,-3.037251694,-0.536180744
2.571701056,-1.557948789,0.232661934,2.535278418,-2.855953541,-0.728297827
2.575214736,-1.66433044,-0.575205992,2.408216855,-3.417977815,-0.385231607
2.694679845,-1.635075486,-1.487991831,2.479688984,-3.327328739,-0.151946577
2.670084087,-1.605820532,-1.939138855,-1.403630034,-3.399848,0.10878375
2.606837853,-1.624437321,-1.456516457,-0.935090521,-2.928472802,0.287178184
2.786035516,-1.494119798,-1.886679898,1.844381169,-3.055381509,0.685134999
2.74387136,-1.342525946,-1.120779137,-0.140955752,-2.729044834,0.863529434
2.722789282,-1.161677139,-0.522747036,0.009929854,-2.729044834,1.000755922
2.722789282,-1.084550442,-0.092583595,0.129050069,-2.765304465,1.165427708
2.561160018,-1.24678246,-0.166026134,0.343466457,-2.892213172,1.192873005
2.480345385,-1.345185487,-0.753566444,2.225565858,-2.003852223,1.192873005
2.417099151,-1.462205303,-1.98110602,1.415548394,-5.230959343,-1.441875565
2.410071792,-1.520715211,-2.40077767,1.764967692,-5.466646941,-1.345817023
2.501427463,-1.345185487,-0.847992565,0.50229341,-5.375997865,-1.49676616
2.554132658,-1.262739708,-0.522747036,0.684944407,-5.412257496,-1.716328541
2.568187377,-1.35050457,-0.868976147,1.185249311,-5.321608419,-1.620269999
2.63494729,-1.432950349,-1.592909743,1.685554216,-4.995271744,-1.345817023
2.666570407,-1.472843468,-1.120779137,2.582926504,-4.868363037,-1.016473452
2.736844001,-1.459545762,-0.627664949,2.63057459,-4.7051947,-0.645961934
2.729816641,-1.422312184,-0.281435837,2.471747636,-2.275799452,-0.673407232
2.687652485,-1.377099982,-0.260452255,2.154093729,-3.853093382,-0.028442738
2.687652485,-1.313270992,0.20118656,2.162035077,-3.943742458,-0.165669226
2.708734563,-1.276037414,0.316596264,1.296428179,-0.009572542,1.316376844
2.793062875,-1.252101543,0.547415671,1.447313785,-0.027702358,1.151705059
2.863336468,-1.201570258,0.736267914,1.256721441,0.207985241,1.124259761
2.859822789,-0.980828333,0.096268648,0.81200597,-0.988582568,2.839590861
2.807117594,-0.943594755,0.662825375,0.70876845,-1.296789427,2.647473778
2.701707204,-0.980828333,0.494956715,0.335525109,0.262374687,2.180903719
2.599810494,-1.060614571,0.253645516,0.073460635,0.44367284,0.767470892
2.568187377,-0.994126039,0.022826109,-0.117131709,-0.190870695,0.973310624
2.684138806,-0.943594755,-0.197501507,-0.204486534,-0.716635338,1.261486249
2.859822789,-0.927637507,-0.72209107,-0.013894189,-1.13362109,1.59082982
3.021452053,-1.028700076,-2.830941111,0.041695245,-1.967592593,1.947618689
3.014424694,-1.193591635,-2.90438365,-0.236251924,-1.804424255,1.93389604
2.975774218,-1.05795503,-2.358810505,0.645237669,-1.876943516,1.769224255
2.715761923,-0.962211544,-2.505695582,0.81200597,-2.837823726,-0.947860208
2.522509541,-1.089869525,-3.051268727,0.677003059,-3.182290216,-0.851801666
2.497913784,-1.172315304,-2.621105286,1.082011791,-3.327328739,-0.947860208
2.754412399,-1.081890901,-5.118151603,-1.895993591,-3.000992063,-1.222313184
2.94766478,-1.209548882,-5.317495637,-1.546574292,-2.892213172,-1.345817023
2.793062875,-1.174974846,-5.369954593,-1.292451167,-2.602136127,-1.414430267
2.557646338,-1.111145855,-1.56143437,-0.808028958,-2.384578344,-1.249758481
2.800090234,-1.22550613,-0.533238827,-0.442726964,-2.13076093,-1.373262321
2.585755775,-1.201570258,-3.166678431,-1.31627521,-2.058241669,-1.537934106
2.518995862,-1.174974846,-3.166678431,-1.062152084,-2.239539822,-1.647715297
2.887932226,-1.299973285,-3.124711266,-0.673026047,-2.420837975,-1.551656755
2.74387136,-1.265399249,-2.274876175,0.017871202,-2.330188898,-1.483043511
2.568187377,-1.190932093,-2.23290901,0.176698155,-2.692785204,-1.579102053
2.497913784,-1.174974846,-1.760778403,-0.196545186,-2.74717465,-1.688883243
2.490886424,-1.26805879,-1.56143437,-0.35537214,-3.12790077,-1.633992648
2.631433611,-1.35050457,-1.278156006,-0.45860966,-3.327328739,-1.702605892
2.729816641,-1.3717809,-0.900451521,-0.363313487,-3.309198923,-1.373262321
2.452235948,-1.182953469,-2.075532141,0.891419447,-3.490497076,-1.194867886
